Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Ches Bonnell,Peanut Butter Cubes,UK,2024-01-25,8988.75,375,Delivered
Andria Kimpton,Choco Coated Almonds,India,2024-01-25,4320.0,360,Delivered
Husein Augar,White Choc,India,2024-01-25,3597.75,172,Delivered
Barr Faughny,Manuka Honey Choco,UK,2024-01-25,9506.25,453,Delivered
Van Tuxwell,Baker's Choco Chips,India,2024-01-25,3762.0,222,Delivered
Gigi Bohling,Orange Choco,UK,2024-01-25,9243.0,925,Delivered
Gigi Bohling,Caramel Stuffed Bars,UK,2024-01-25,12060.0,635,Delivered
Mallorie Waber,Drinking Coco,New Zealand,2024-01-25,5240.25,525,Delivered
Jan Morforth,Mint Chip Choco,Canada,2024-01-25,5618.25,433,Delivered
Marney O'Breen,Fruit & Nut Bars,India,2024-01-25,9578.25,369,Delivered
Gunar Cockshoot,Smooth Silky Salty,UK,2024-01-25,7011.0,702,Delivered
Brien Boise,Smooth Silky Salty,USA,2024-01-25,1084.5,155,Delivered
Roddy Speechley,Baker's Choco Chips,Australia,2024-01-25,4135.5,259,Delivered
Ches Bonnell,99% Dark & Pure,UK,2024-01-26,7886.25,416,Delivered
Rafaelita Blaksland,Raspberry Choco,UK,2024-01-26,5073.75,508,Delivered
Jan Morforth,Fruit & Nut Bars,New Zealand,2024-01-26,4230.0,152,Delivered
Curtice Advani,Baker's Choco Chips,Canada,2024-01-26,5580.0,294,Delivered
Jehu Rudeforth,Spicy Special Slims,USA,2024-01-26,8678.25,483,Delivered
Curtice Advani,99% Dark & Pure,UK,2024-01-26,6115.5,322,Delivered
Husein Augar,50% Dark Bites,UK,2024-01-26,2675.25,158,Delivered
Roddy Speechley,Milk Bars,India,2024-01-26,3305.25,195,Delivered
Oby Sorrel,Manuka Honey Choco,India,2024-01-26,5082.75,221,Delivered
Van Tuxwell,Mint Chip Choco,India,2024-01-26,3811.5,347,Delivered
Husein Augar,Peanut Butter Cubes,India,2024-01-26,4095.0,195,Delivered
Madelene Upcott,Peanut Butter Cubes,India,2024-01-26,9348.75,493,Cancelled
Jehu Rudeforth,Mint Chip Choco,UK,2024-01-26,8147.25,582,Delivered
Madelene Upcott,Baker's Choco Chips,Canada,2024-01-26,3089.25,194,Cancelled
Oby Sorrel,Choco Coated Almonds,Canada,2024-01-26,11040.75,789,Delivered
Dotty Strutley,Mint Chip Choco,Australia,2024-01-26,3163.5,352,Delivered
Andria Kimpton,Fruit & Nut Bars,UK,2024-01-29,7517.25,327,Delivered
Andria Kimpton,Choco Coated Almonds,USA,2024-01-29,245.25,21,Delivered
Curtice Advani,Orange Choco,USA,2024-01-29,7589.25,949,Delivered
Oby Sorrel,Mint Chip Choco,UK,2024-01-29,3485.25,317,Delivered
Barr Faughny,Orange Choco,India,2024-01-29,9463.5,947,Delivered
Beverie Moffet,Mint Chip Choco,India,2024-01-29,785.25,66,Delivered
Dotty Strutley,70% Dark Bites,USA,2024-01-29,1764.0,104,Delivered
Kelci Walkden,Peanut Butter Cubes,UK,2024-01-29,6079.5,320,Delivered
Roddy Speechley,Fruit & Nut Bars,UK,2024-01-29,12564.0,484,Delivered
Andria Kimpton,Eclairs,UK,2024-01-29,1923.75,92,Delivered
Dotty Strutley,Manuka Honey Choco,USA,2024-01-29,2308.5,129,Delivered
Wilone O'Kielt,Eclairs,New Zealand,2024-01-30,5622.75,313,Delivered
Madelene Upcott,Drinking Coco,USA,2024-01-30,6207.75,518,Delivered
Curtice Advani,Baker's Choco Chips,UK,2024-01-30,4621.5,244,Delivered
Andria Kimpton,Smooth Silky Salty,Canada,2024-01-30,9058.5,1133,Delivered
Wilone O'Kielt,Caramel Stuffed Bars,Australia,2024-01-30,9441.0,556,Delivered
Curtice Advani,Manuka Honey Choco,India,2024-01-30,2292.75,128,Delivered
Mallorie Waber,Spicy Special Slims,Canada,2024-01-30,15356.25,960,Delivered
Dennison Crosswaite,Drinking Coco,Canada,2024-01-30,5658.75,515,Delivered
Husein Augar,Eclairs,India,2024-01-30,4124.25,218,Delivered
Marney O'Breen,Drinking Coco,India,2024-01-30,5690.25,712,Delivered
Andria Kimpton,50% Dark Bites,UK,2024-01-30,2520.0,115,Delivered
Madelene Upcott,Baker's Choco Chips,UK,2024-01-30,2646.0,147,Delivered
Ches Bonnell,Mint Chip Choco,India,2024-01-30,6477.75,720,Delivered
Kelci Walkden,70% Dark Bites,UK,2024-01-30,7116.75,396,Delivered
Gigi Bohling,Fruit & Nut Bars,India,2024-01-30,8820.0,384,Delivered
Brien Boise,99% Dark & Pure,USA,2024-01-30,3894.75,163,Delivered
Brien Boise,Choco Coated Almonds,USA,2024-01-30,4848.75,485,Delivered
Madelene Upcott,Peanut Butter Cubes,UK,2024-01-30,5224.5,262,Delivered
Madelene Upcott,50% Dark Bites,New Zealand,2024-01-30,369.0,21,Delivered
Barr Faughny,Organic Choco Syrup,UK,2024-01-31,4378.5,200,Delivered
Madelene Upcott,Peanut Butter Cubes,Australia,2024-01-31,8484.75,386,Delivered
Husein Augar,Raspberry Choco,New Zealand,2024-01-31,1327.5,166,Delivered
Rafaelita Blaksland,50% Dark Bites,UK,2024-01-31,8644.5,393,Cancelled
Gigi Bohling,Eclairs,UK,2024-01-31,4533.75,252,Delivered
Dotty Strutley,50% Dark Bites,India,2024-01-31,1707.75,82,Delivered
Wilone O'Kielt,Raspberry Choco,India,2024-01-31,2877.75,320,Delivered
Curtice Advani,Spicy Special Slims,New Zealand,2024-01-31,609.75,34,Delivered
Curtice Advani,Baker's Choco Chips,Canada,2024-01-31,11693.25,780,Delivered
Roddy Speechley,Drinking Coco,India,2024-01-31,5361.75,596,Delivered
Marney O'Breen,85% Dark Bars,Canada,2024-01-31,1228.5,52,Delivered
Andria Kimpton,70% Dark Bites,UK,2024-02-01,9812.25,546,Delivered
Wilone O'Kielt,70% Dark Bites,New Zealand,2024-02-01,5679.0,335,Delivered
Curtice Advani,Choco Coated Almonds,UK,2024-02-01,1827.0,131,Delivered
Ches Bonnell,Mint Chip Choco,India,2024-02-01,2148.75,239,Delivered
Kelci Walkden,Peanut Butter Cubes,UK,2024-02-01,5373.0,224,Delivered
Dotty Strutley,Manuka Honey Choco,USA,2024-02-01,10998.0,611,Delivered
Jehu Rudeforth,Spicy Special Slims,USA,2024-02-01,1820.25,96,Delivered
Barr Faughny,Fruit & Nut Bars,USA,2024-02-02,2740.5,120,Delivered
Curtice Advani,White Choc,USA,2024-02-02,6306.75,275,Delivered
Husein Augar,Smooth Silky Salty,Australia,2024-02-02,6624.0,828,Delivered
Ches Bonnell,Choco Coated Almonds,UK,2024-02-02,121.5,10,Delivered
Gigi Bohling,Choco Coated Almonds,USA,2024-02-02,2493.0,208,Delivered
Gigi Bohling,70% Dark Bites,Australia,2024-02-02,1215.0,68,Delivered
Marney O'Breen,Drinking Coco,India,2024-02-02,5944.5,541,Delivered
Andria Kimpton,Drinking Coco,Australia,2024-02-02,5361.75,447,Delivered
Dennison Crosswaite,Drinking Coco,Canada,2024-02-02,5339.25,594,Delivered
Brien Boise,50% Dark Bites,India,2024-02-02,3714.75,196,Delivered
Gigi Bohling,Drinking Coco,India,2024-02-02,5420.25,543,Delivered
Beverie Moffet,Manuka Honey Choco,Australia,2024-02-02,6099.75,339,Delivered
Madelene Upcott,Smooth Silky Salty,USA,2024-02-02,3870.0,553,Delivered
Curtice Advani,Spicy Special Slims,India,2024-02-02,1012.5,57,Cancelled
Kelci Walkden,Eclairs,USA,2024-02-05,5469.75,238,Delivered
Gigi Bohling,Choco Coated Almonds,Australia,2024-02-05,3501.0,292,Delivered
Husein Augar,85% Dark Bars,UK,2024-02-05,4333.5,174,Delivered
Kelci Walkden,Orange Choco,India,2024-02-05,8367.75,1395,Delivered
Gunar Cockshoot,Eclairs,USA,2024-02-05,3885.75,169,Delivered
Dotty Strutley,Mint Chip Choco,India,2024-02-05,7479.0,831,Delivered
Brien Boise,70% Dark Bites,Canada,2024-02-05,8439.75,445,Delivered
Husein Augar,After Nines,UK,2024-02-05,4412.25,295,Delivered
Madelene Upcott,85% Dark Bars,India,2024-02-05,12060.0,525,Delivered
Brien Boise,Choco Coated Almonds,UK,2024-02-05,3478.5,232,Delivered
Gigi Bohling,Peanut Butter Cubes,New Zealand,2024-02-05,4596.75,230,Delivered
Barr Faughny,Drinking Coco,Canada,2024-02-05,5274.0,480,Delivered
Brien Boise,50% Dark Bites,USA,2024-02-05,2859.75,130,Cancelled
Kelci Walkden,Raspberry Choco,Canada,2024-02-05,12213.0,2036,Delivered
Jehu Rudeforth,99% Dark & Pure,UK,2024-02-05,6635.25,350,Delivered
Van Tuxwell,Drinking Coco,UK,2024-02-05,4779.0,399,Delivered
Oby Sorrel,50% Dark Bites,Australia,2024-02-05,744.75,42,Delivered
Dennison Crosswaite,Choco Coated Almonds,Australia,2024-02-06,1152.0,77,Delivered
Dotty Strutley,Eclairs,UK,2024-02-06,580.5,31,Delivered
Dotty Strutley,Peanut Butter Cubes,India,2024-02-06,7681.5,334,Delivered
Husein Augar,Eclairs,USA,2024-02-07,10896.75,519,Delivered
Andria Kimpton,Baker's Choco Chips,India,2024-02-07,1156.5,69,Delivered
Ches Bonnell,Baker's Choco Chips,Australia,2024-02-07,616.5,42,Delivered
Jehu Rudeforth,Drinking Coco,India,2024-02-07,4875.75,407,Delivered
Madelene Upcott,Baker's Choco Chips,UK,2024-02-07,5366.25,269,Delivered
Madelene Upcott,Mint Chip Choco,USA,2024-02-07,3145.5,350,Delivered
Beverie Moffet,50% Dark Bites,USA,2024-02-07,5015.25,251,Delivered
Gunar Cockshoot,Mint Chip Choco,Australia,2024-02-07,3078.0,237,Delivered
Husein Augar,Eclairs,India,2024-02-07,967.5,44,Delivered
Jehu Rudeforth,Baker's Choco Chips,Canada,2024-02-07,1089.0,69,Delivered
Barr Faughny,Drinking Coco,Australia,2024-02-07,5098.5,393,Delivered
Karlen McCaffrey,70% Dark Bites,Canada,2024-02-07,3908.25,218,Delivered
Ches Bonnell,Orange Choco,India,2024-02-07,11187.0,1017,Delivered
Barr Faughny,Almond Choco,USA,2024-02-07,5915.25,740,Delivered
Karlen McCaffrey,Eclairs,Canada,2024-02-07,4200.75,234,Delivered
Marney O'Breen,Drinking Coco,India,2024-02-07,5670.0,709,Delivered
Marney O'Breen,Baker's Choco Chips,UK,2024-02-07,40.5,3,Delivered
Husein Augar,Eclairs,India,2024-02-07,5595.75,280,Delivered
Beverie Moffet,Fruit & Nut Bars,Australia,2024-02-07,2828.25,105,Delivered
Barr Faughny,50% Dark Bites,New Zealand,2024-02-07,528.75,25,Delivered
Dennison Crosswaite,Raspberry Choco,India,2024-02-07,2907.0,364,Delivered
Rafaelita Blaksland,Mint Chip Choco,UK,2024-02-07,733.5,57,Delivered
Kelci Walkden,Drinking Coco,USA,2024-02-07,5631.75,470,Delivered
Beverie Moffet,Eclairs,New Zealand,2024-02-07,6574.5,299,Delivered
Andria Kimpton,Organic Choco Syrup,USA,2024-02-08,6340.5,289,Delivered
Husein Augar,99% Dark & Pure,Australia,2024-02-08,6621.75,288,Delivered
Madelene Upcott,Peanut Butter Cubes,New Zealand,2024-02-08,6986.25,318,Delivered
Rafaelita Blaksland,Peanut Butter Cubes,Australia,2024-02-08,8658.0,413,Delivered
Brien Boise,Mint Chip Choco,UK,2024-02-08,1651.5,166,Delivered
Kelci Walkden,Choco Coated Almonds,Canada,2024-02-09,4000.5,308,Delivered
Dotty Strutley,Smooth Silky Salty,UK,2024-02-09,8349.75,760,Delivered
Gunar Cockshoot,Mint Chip Choco,Australia,2024-02-09,5733.0,522,Delivered
Jehu Rudeforth,99% Dark & Pure,UK,2024-02-09,1908.0,101,Delivered
Dotty Strutley,Baker's Choco Chips,India,2024-02-12,3532.5,197,Delivered
Kaine Padly,85% Dark Bars,New Zealand,2024-02-12,3399.75,131,Delivered
Gigi Bohling,99% Dark & Pure,USA,2024-02-12,11245.5,536,Delivered
Dotty Strutley,Drinking Coco,Australia,2024-02-12,6142.5,768,Delivered
Kelci Walkden,99% Dark & Pure,USA,2024-02-12,3782.25,181,Delivered
Husein Augar,Peanut Butter Cubes,India,2024-02-12,7112.25,310,Delivered
Marney O'Breen,70% Dark Bites,USA,2024-02-12,4077.0,204,Delivered
Dotty Strutley,Mint Chip Choco,India,2024-02-12,117.0,13,Delivered
Roddy Speechley,Caramel Stuffed Bars,UK,2024-02-12,3606.75,164,Delivered
Roddy Speechley,Fruit & Nut Bars,UK,2024-02-12,7501.5,313,Delivered
Gunar Cockshoot,Choco Coated Almonds,India,2024-02-12,3953.25,264,Delivered
Karlen McCaffrey,Eclairs,Canada,2024-02-12,8880.75,387,Delivered
Kaine Padly,Caramel Stuffed Bars,UK,2024-02-12,3825.0,183,Delivered
Beverie Moffet,Baker's Choco Chips,India,2024-02-12,4187.25,247,Delivered
Brien Boise,Baker's Choco Chips,UK,2024-02-12,6921.0,462,Delivered
Wilone O'Kielt,Peanut Butter Cubes,USA,2024-02-13,6527.25,297,Delivered
Rafaelita Blaksland,Peanut Butter Cubes,UK,2024-02-13,7731.0,387,Delivered
Jehu Rudeforth,Milk Bars,New Zealand,2024-02-13,868.5,42,Delivered
Madelene Upcott,Mint Chip Choco,UK,2024-02-14,4767.75,477,Delivered
Karlen McCaffrey,Peanut Butter Cubes,India,2024-02-14,8907.75,388,Delivered
Dotty Strutley,Spicy Special Slims,India,2024-02-14,9841.5,518,Delivered
Barr Faughny,Manuka Honey Choco,UK,2024-02-14,4412.25,233,Delivered
Husein Augar,Orange Choco,India,2024-02-14,6396.75,640,Delivered
Karlen McCaffrey,After Nines,USA,2024-02-15,2571.75,172,Delivered
Jan Morforth,Manuka Honey Choco,New Zealand,2024-02-15,10696.5,487,Delivered
Roddy Speechley,Almond Choco,USA,2024-02-15,12642.75,1581,Delivered
Roddy Speechley,Peanut Butter Cubes,New Zealand,2024-02-15,7591.5,380,Delivered
Husein Augar,Manuka Honey Choco,UK,2024-02-15,11065.5,615,Delivered
Gunar Cockshoot,50% Dark Bites,USA,2024-02-15,3177.0,187,Delivered
Barr Faughny,Eclairs,Canada,2024-02-16,3543.75,178,Delivered
Jan Morforth,Spicy Special Slims,UK,2024-02-16,7866.0,437,Delivered
Jehu Rudeforth,Orange Choco,UK,2024-02-16,9153.0,1308,Delivered
Jan Morforth,85% Dark Bars,UK,2024-02-16,162.0,8,Delivered
Jan Morforth,Fruit & Nut Bars,UK,2024-02-16,7902.0,293,Delivered
Madelene Upcott,After Nines,India,2024-02-16,3487.5,250,Delivered
Wilone O'Kielt,Mint Chip Choco,USA,2024-02-16,951.75,68,Delivered
Kelci Walkden,85% Dark Bars,India,2024-02-19,4749.75,198,Delivered
Gunar Cockshoot,Smooth Silky Salty,UK,2024-02-19,8433.0,767,Delivered
Jehu Rudeforth,85% Dark Bars,India,2024-02-19,1993.5,80,Delivered
Husein Augar,Spicy Special Slims,UK,2024-02-19,222.75,12,Delivered
Karlen McCaffrey,70% Dark Bites,India,2024-02-20,6464.25,405,Delivered
Madelene Upcott,Drinking Coco,Canada,2024-02-20,4108.5,374,Delivered
Roddy Speechley,Drinking Coco,India,2024-02-20,5478.75,457,Delivered
Camilla Castle,Almond Choco,UK,2024-02-20,4594.5,383,Delivered
Kaine Padly,Eclairs,India,2024-02-20,3712.5,162,Delivered
Madelene Upcott,Organic Choco Syrup,India,2024-02-20,1116.0,54,Delivered
Roddy Speechley,99% Dark & Pure,USA,2024-02-20,12656.25,576,Delivered
Husein Augar,Raspberry Choco,Canada,2024-02-20,2853.0,408,Delivered
Brien Boise,Baker's Choco Chips,UK,2024-02-20,9920.25,523,Delivered
Gunar Cockshoot,Orange Choco,India,2024-02-20,2457.0,224,Delivered
Barr Faughny,Almond Choco,New Zealand,2024-02-20,2603.25,237,Delivered
Andria Kimpton,Spicy Special Slims,USA,2024-02-20,2758.5,138,Delivered
Husein Augar,99% Dark & Pure,USA,2024-02-20,11358.0,517,Delivered
Gigi Bohling,50% Dark Bites,New Zealand,2024-02-20,150.75,8,Delivered
Karlen McCaffrey,Peanut Butter Cubes,India,2024-02-20,8532.0,388,Delivered
Jehu Rudeforth,Choco Coated Almonds,India,2024-02-20,5712.75,409,Delivered
Curtice Advani,Orange Choco,India,2024-02-20,895.5,112,Delivered
Oby Sorrel,Spicy Special Slims,New Zealand,2024-02-21,1732.5,87,Delivered
Andria Kimpton,Spicy Special Slims,UK,2024-02-21,2497.5,139,Delivered
Roddy Speechley,Fruit & Nut Bars,Australia,2024-02-21,12633.75,468,Delivered
Andria Kimpton,Eclairs,USA,2024-02-21,5969.25,332,Delivered
Ches Bonnell,Peanut Butter Cubes,UK,2024-02-21,5310.0,231,Delivered
Ches Bonnell,Organic Choco Syrup,USA,2024-02-21,3719.25,170,Delivered
Van Tuxwell,99% Dark & Pure,USA,2024-02-21,12111.75,505,Delivered
Gunar Cockshoot,50% Dark Bites,New Zealand,2024-02-21,225.0,12,Delivered
Gunar Cockshoot,Drinking Coco,Canada,2024-02-21,5118.75,569,Delivered
Roddy Speechley,99% Dark & Pure,UK,2024-02-21,13774.5,725,Delivered
Kaine Padly,85% Dark Bars,USA,2024-02-21,4848.75,231,Delivered
Wilone O'Kielt,Eclairs,India,2024-02-21,1451.25,66,Delivered
Barr Faughny,Choco Coated Almonds,UK,2024-02-22,2099.25,140,Delivered
Gigi Bohling,White Choc,USA,2024-02-22,5472.0,261,Cancelled
Karlen McCaffrey,Choco Coated Almonds,USA,2024-02-22,1932.75,149,Delivered
Brien Boise,Fruit & Nut Bars,UK,2024-02-22,9481.5,413,Delivered
Brien Boise,Raspberry Choco,USA,2024-02-22,5454.0,546,Cancelled
Gigi Bohling,White Choc,UK,2024-02-22,4947.75,248,Delivered
Roddy Speechley,Eclairs,USA,2024-02-22,4135.5,197,Delivered
Roddy Speechley,50% Dark Bites,India,2024-02-22,10872.0,544,Delivered
Madelene Upcott,70% Dark Bites,India,2024-02-23,12861.0,644,Delivered
Van Tuxwell,85% Dark Bars,New Zealand,2024-02-23,8291.25,395,Delivered
Andria Kimpton,99% Dark & Pure,UK,2024-02-23,6117.75,306,Delivered
Wilone O'Kielt,Spicy Special Slims,New Zealand,2024-02-23,6210.0,327,Delivered
Dotty Strutley,85% Dark Bars,UK,2024-02-23,2643.75,121,Delivered
Jehu Rudeforth,Peanut Butter Cubes,New Zealand,2024-02-23,5463.0,238,Delivered
Kelci Walkden,Orange Choco,USA,2024-02-23,11497.5,1278,Delivered
Van Tuxwell,50% Dark Bites,India,2024-02-23,3755.25,179,Delivered
Jehu Rudeforth,Eclairs,New Zealand,2024-02-23,8635.5,412,Delivered
Gunar Cockshoot,Baker's Choco Chips,Canada,2024-02-23,4176.0,246,Delivered
Wilone O'Kielt,Milk Bars,USA,2024-02-23,11421.0,602,Delivered
Madelene Upcott,Mint Chip Choco,India,2024-02-23,234.0,26,Delivered
Ches Bonnell,Mint Chip Choco,Canada,2024-02-23,947.25,95,Delivered
Van Tuxwell,Fruit & Nut Bars,USA,2024-02-23,7607.25,272,Delivered
Van Tuxwell,Almond Choco,Australia,2024-02-23,1334.25,112,Delivered
Dotty Strutley,Manuka Honey Choco,India,2024-02-23,7746.75,353,Delivered
Jehu Rudeforth,Fruit & Nut Bars,UK,2024-02-23,7051.5,283,Cancelled
Ches Bonnell,Mint Chip Choco,USA,2024-02-23,3021.75,275,Delivered
Ches Bonnell,Choco Coated Almonds,Canada,2024-02-26,272.25,23,Delivered
Madelene Upcott,Spicy Special Slims,Canada,2024-02-26,6027.75,335,Delivered
Madelene Upcott,Orange Choco,UK,2024-02-26,1446.75,207,Delivered
Gunar Cockshoot,Baker's Choco Chips,USA,2024-02-26,5616.0,351,Delivered
Gunar Cockshoot,Drinking Coco,USA,2024-02-26,4315.5,360,Delivered
Brien Boise,Mint Chip Choco,USA,2024-02-26,670.5,48,Delivered
Gigi Bohling,Mint Chip Choco,UK,2024-02-26,3978.0,362,Delivered
Madelene Upcott,Eclairs,USA,2024-02-26,3323.25,152,Delivered
Ches Bonnell,Raspberry Choco,India,2024-02-26,10894.5,1090,Delivered
Wilone O'Kielt,70% Dark Bites,UK,2024-02-26,2709.0,170,Delivered
Kelci Walkden,Spicy Special Slims,USA,2024-02-26,724.5,43,Delivered
Kelci Walkden,70% Dark Bites,Canada,2024-02-26,8761.5,516,Delivered
Roddy Speechley,Mint Chip Choco,UK,2024-02-26,4533.75,349,Delivered
Karlen McCaffrey,70% Dark Bites,UK,2024-02-26,1827.0,97,Delivered
Madelene Upcott,Organic Choco Syrup,New Zealand,2024-02-26,8169.75,430,Delivered
Andria Kimpton,85% Dark Bars,UK,2024-02-26,7886.25,359,Delivered
Husein Augar,85% Dark Bars,Australia,2024-02-26,1489.5,68,Cancelled
Dotty Strutley,Baker's Choco Chips,UK,2024-02-26,1046.25,53,Delivered
Brien Boise,Spicy Special Slims,UK,2024-02-27,6716.25,396,Delivered
Gunar Cockshoot,99% Dark & Pure,India,2024-02-27,6540.75,298,Delivered
Camilla Castle,Drinking Coco,Canada,2024-02-27,4351.5,363,Delivered
Gunar Cockshoot,70% Dark Bites,India,2024-02-28,10149.75,564,Delivered
Kelci Walkden,Smooth Silky Salty,India,2024-02-28,11637.0,1293,Delivered
Andria Kimpton,Manuka Honey Choco,UK,2024-02-28,2317.5,116,Delivered
Dennison Crosswaite,Choco Coated Almonds,USA,2024-02-28,2490.75,227,Delivered
Roddy Speechley,Fruit & Nut Bars,UK,2024-02-29,5789.25,223,Delivered
Mallorie Waber,Milk Bars,New Zealand,2024-02-29,4803.75,229,Delivered
Kelci Walkden,99% Dark & Pure,New Zealand,2024-02-29,9798.75,409,Delivered
Dotty Strutley,Raspberry Choco,UK,2024-02-29,1980.0,198,Delivered
Kaine Padly,70% Dark Bites,India,2024-02-29,2736.0,171,Delivered
Jehu Rudeforth,50% Dark Bites,USA,2024-02-29,10964.25,499,Delivered
Ches Bonnell,Organic Choco Syrup,New Zealand,2024-02-29,5600.25,267,Delivered
Ches Bonnell,Fruit & Nut Bars,Australia,2024-02-29,9801.0,409,Delivered
Van Tuxwell,Caramel Stuffed Bars,USA,2024-02-29,3019.5,168,Delivered
Andria Kimpton,70% Dark Bites,New Zealand,2024-02-29,328.5,21,Delivered
Madelene Upcott,Milk Bars,USA,2024-02-29,5269.5,278,Delivered
Karlen McCaffrey,Eclairs,USA,2024-02-29,407.25,20,Delivered
Van Tuxwell,Organic Choco Syrup,USA,2024-02-29,5780.25,305,Delivered
Andria Kimpton,Manuka Honey Choco,India,2024-02-29,4101.75,179,Delivered
Wilone O'Kielt,Peanut Butter Cubes,UK,2024-02-29,6410.25,306,Delivered
Gunar Cockshoot,99% Dark & Pure,UK,2024-02-29,5305.5,253,Delivered
Ches Bonnell,Peanut Butter Cubes,India,2024-02-29,5463.0,261,Delivered
Wilone O'Kielt,Organic Choco Syrup,New Zealand,2024-02-29,12622.5,549,Delivered
Gigi Bohling,Baker's Choco Chips,New Zealand,2024-02-29,5262.75,277,Delivered
Madelene Upcott,Mint Chip Choco,UK,2024-02-29,121.5,9,Delivered
Gunar Cockshoot,70% Dark Bites,Canada,2024-03-01,16150.5,808,Delivered
Gunar Cockshoot,Eclairs,UK,2024-03-01,2034.0,89,Delivered
Rafaelita Blaksland,Baker's Choco Chips,India,2024-03-01,4347.0,290,Delivered
Dotty Strutley,Drinking Coco,Canada,2024-03-01,5634.0,513,Delivered
Mallorie Waber,50% Dark Bites,USA,2024-03-01,14451.75,851,Delivered
Jan Morforth,Organic Choco Syrup,India,2024-03-01,4646.25,259,Delivered
Gunar Cockshoot,Spicy Special Slims,Australia,2024-03-01,6347.25,397,Delivered
Beverie Moffet,Spicy Special Slims,India,2024-03-01,634.5,34,Delivered
Madelene Upcott,Choco Coated Almonds,Canada,2024-03-01,7899.75,565,Delivered
Dotty Strutley,Smooth Silky Salty,New Zealand,2024-03-04,9036.0,753,Delivered
Curtice Advani,Raspberry Choco,New Zealand,2024-03-04,15624.0,2232,Delivered
Karlen McCaffrey,Choco Coated Almonds,USA,2024-03-04,9990.0,909,Delivered
Gunar Cockshoot,Baker's Choco Chips,New Zealand,2024-03-04,8745.75,486,Delivered
Wilone O'Kielt,Mint Chip Choco,India,2024-03-04,1084.5,84,Delivered
Roddy Speechley,Peanut Butter Cubes,UK,2024-03-04,7557.75,378,Delivered
Camilla Castle,Drinking Coco,Canada,2024-03-04,5566.5,429,Delivered
Curtice Advani,Fruit & Nut Bars,New Zealand,2024-03-04,9321.75,359,Delivered
Kelci Walkden,Spicy Special Slims,UK,2024-03-04,2434.5,144,Delivered
Curtice Advani,Peanut Butter Cubes,Australia,2024-03-04,5672.25,258,Delivered
Jan Morforth,Manuka Honey Choco,India,2024-03-04,8851.5,403,Delivered
Jehu Rudeforth,Spicy Special Slims,USA,2024-03-04,8833.5,553,Delivered
Curtice Advani,Manuka Honey Choco,UK,2024-03-04,8894.25,495,Delivered
Dotty Strutley,Eclairs,UK,2024-03-04,513.0,26,Delivered
Marney O'Breen,Manuka Honey Choco,New Zealand,2024-03-04,5910.75,282,Delivered
Marney O'Breen,50% Dark Bites,USA,2024-03-04,4207.5,211,Delivered
Jan Morforth,Raspberry Choco,USA,2024-03-04,2763.0,553,Delivered
Husein Augar,99% Dark & Pure,Australia,2024-03-04,6709.5,354,Delivered
